date,description,debit,credit
2016-01-22,TRANSACTION 666,41,591
2016-01-22,TRANSACTION 667,135,798
2016-01-22,TRANSACTION 668,458,672
2016-01-22,TRANSACTION 669,849,949
2016-01-22,TRANSACTION 670,642,664
2016-01-20,TRANSACTION 671,924,400
2016-01-20,TRANSACTION 672,748,562
2016-01-20,TRANSACTION 673,973,980
2016-01-20,TRANSACTION 674,761,847
2016-01-19,TRANSACTION 675,859,961
2016-01-19,TRANSACTION 676,49,957
2016-01-18,TRANSACTION 677,459,628
2016-01-18,TRANSACTION 678,575,913
2016-01-18,TRANSACTION 679,87,405
2016-01-18,TRANSACTION 680,394,946
2016-01-18,TRANSACTION 681,570,603
2016-01-15,TRANSACTION 682,207,667
2016-01-14,TRANSACTION 683,217,694
2016-01-13,TRANSACTION 684,423,656
2016-01-08,TRANSACTION 685,104,480
2016-01-08,TRANSACTION 686,176,423
2015-12-31,TRANSACTION 687,423,409
2015-12-31,TRANSACTION 688,704,503
2015-12-31,TRANSACTION 689,880,690
2015-12-31,TRANSACTION 690,632,998
2015-12-30,TRANSACTION 691,49,666
2015-12-30,TRANSACTION 692,717,611
2015-12-29,TRANSACTION 693,26,488
2015-12-29,TRANSACTION 694,107,598
2015-12-29,TRANSACTION 695,757,672
2015-12-29,TRANSACTION 696,590,488
2015-12-29,TRANSACTION 697,925,521
2015-12-29,TRANSACTION 698,531,715
2015-12-29,TRANSACTION 699,161,791
2015-12-29,TRANSACTION 700,27,431
2015-12-29,TRANSACTION 701,473,656
2015-12-29,TRANSACTION 702,488,518
2015-12-29,TRANSACTION 703,529,963
2015-12-29,TRANSACTION 704,42,989
2015-12-29,TRANSACTION 705,678,709
2015-12-24,TRANSACTION 706,121,701
2015-12-24,TRANSACTION 707,605,541
2015-12-24,TRANSACTION 708,284,672
2015-12-24,TRANSACTION 709,34,564
2015-12-23,TRANSACTION 710,499,963
2015-12-23,TRANSACTION 711,15,445
2015-12-22,TRANSACTION 712,312,509
2015-12-22,TRANSACTION 713,28,991
2015-12-22,TRANSACTION 714,620,636
2015-12-21,TRANSACTION 715,771,640
2015-12-21,TRANSACTION 716,769,635
2015-12-16,TRANSACTION 717,771,813
2015-12-16,TRANSACTION 718,206,918
2015-12-15,TRANSACTION 719,34,425
2015-12-14,TRANSACTION 720,354,546
2015-12-14,TRANSACTION 721,372,538
2015-12-14,TRANSACTION 722,471,980
2015-12-14,TRANSACTION 723,194,525
2015-12-14,TRANSACTION 724,836,506
2015-12-14,TRANSACTION 725,697,958
2015-12-14,TRANSACTION 726,157,551
2015-12-14,TRANSACTION 727,956,778
2015-12-11,TRANSACTION 728,330,628
2015-12-11,TRANSACTION 729,43,921
2015-12-11,TRANSACTION 730,314,859
2015-12-11,TRANSACTION 731,299,561
2015-12-11,TRANSACTION 732,459,981
2015-12-10,TRANSACTION 733,948,966
2015-12-09,TRANSACTION 734,421,837
2015-12-09,TRANSACTION 735,232,977
2015-12-09,TRANSACTION 736,855,928
2015-12-08,TRANSACTION 737,478,757
2015-12-07,TRANSACTION 738,427,419
2015-12-07,TRANSACTION 739,805,606
2015-12-07,TRANSACTION 740,336,642
2015-12-07,TRANSACTION 741,922,672
2015-12-07,TRANSACTION 742,859,971
2015-12-04,TRANSACTION 743,389,408
2015-12-04,TRANSACTION 744,471,536
2015-12-03,TRANSACTION 745,253,969
2015-12-03,TRANSACTION 746,889,544
2015-12-02,TRANSACTION 747,723,945
2015-12-02,TRANSACTION 748,601,665
2015-12-02,TRANSACTION 749,423,931
2015-12-01,TRANSACTION 750,288,481
2015-12-01,TRANSACTION 751,331,828
2015-11-30,TRANSACTION 752,845,815
2015-11-30,TRANSACTION 753,839,887
2015-11-30,TRANSACTION 754,400,867
2015-11-30,TRANSACTION 755,540,413
2015-11-30,TRANSACTION 756,283,509
2015-11-30,TRANSACTION 757,578,715
2015-11-30,TRANSACTION 758,877,831
2015-11-30,TRANSACTION 759,259,426
2015-11-30,TRANSACTION 760,912,934
2015-11-27,TRANSACTION 761,668,839
2015-11-27,TRANSACTION 762,183,833
2015-11-27,TRANSACTION 763,84,486
2015-11-26,TRANSACTION 764,784,695
2015-11-26,TRANSACTION 765,638,491
2015-11-25,TRANSACTION 766,140,420
2015-11-25,TRANSACTION 767,913,477
2015-11-24,TRANSACTION 768,333,914
2015-11-24,TRANSACTION 769,788,447
2015-11-23,TRANSACTION 770,693,847
2015-11-23,TRANSACTION 771,829,967
2015-11-23,TRANSACTION 772,548,470
2015-11-23,TRANSACTION 773,178,705
2015-11-23,TRANSACTION 774,437,947
2015-11-23,TRANSACTION 775,411,568
2015-11-20,TRANSACTION 776,99,498
2015-11-19,TRANSACTION 777,188,770
2015-11-19,TRANSACTION 778,595,838
2015-11-18,TRANSACTION 779,865,582
2015-11-17,TRANSACTION 780,199,735
2015-11-17,TRANSACTION 781,101,852
2015-11-16,TRANSACTION 782,217,650
2015-11-13,TRANSACTION 783,626,955
2015-11-13,TRANSACTION 784,452,852
2015-11-12,TRANSACTION 785,217,870
2015-11-12,TRANSACTION 786,223,949
2015-11-10,TRANSACTION 787,351,839
2015-11-10,TRANSACTION 788,58,500
2015-11-10,TRANSACTION 789,316,873
2015-11-09,TRANSACTION 790,732,521
2015-11-09,TRANSACTION 791,251,852
2015-11-09,TRANSACTION 792,451,854
2015-11-09,TRANSACTION 793,123,996
2015-11-09,TRANSACTION 794,354,496
2015-11-06,TRANSACTION 795,275,982
2015-11-06,TRANSACTION 796,186,817
2015-11-05,TRANSACTION 797,679,488
2015-11-05,TRANSACTION 798,761,532
2015-11-04,TRANSACTION 799,381,983
2015-11-04,TRANSACTION 800,610,983
2015-11-03,TRANSACTION 801,374,508
2015-11-03,TRANSACTION 802,594,405
2015-11-02,TRANSACTION 803,226,767
2015-11-02,TRANSACTION 804,304,436
2015-11-02,TRANSACTION 805,656,609
2015-11-02,TRANSACTION 806,307,949
2015-11-02,TRANSACTION 807,900,578
2015-11-02,TRANSACTION 808,591,854
2015-11-02,TRANSACTION 809,508,934
2015-11-02,TRANSACTION 810,552,697
2015-11-02,TRANSACTION 811,345,776
2015-11-02,TRANSACTION 812,105,483
2015-10-30,TRANSACTION 813,489,764
2015-10-30,TRANSACTION 814,424,694
2015-10-30,TRANSACTION 815,718,534
2015-10-30,TRANSACTION 816,393,841
2015-10-30,TRANSACTION 817,579,529
2015-10-30,TRANSACTION 818,657,595
2015-10-29,TRANSACTION 819,325,785
2015-10-29,TRANSACTION 820,865,500
2015-10-28,TRANSACTION 821,379,980
2015-10-28,TRANSACTION 822,372,702
2015-10-27,TRANSACTION 823,130,444
2015-10-27,TRANSACTION 824,963,449
2015-10-26,TRANSACTION 825,210,809
2015-10-26,TRANSACTION 826,663,628
2015-10-26,TRANSACTION 827,653,792
2015-10-26,TRANSACTION 828,357,777
2015-10-26,TRANSACTION 829,115,902
2015-10-23,TRANSACTION 830,980,644
2015-10-22,TRANSACTION 831,136,887
2015-10-21,TRANSACTION 832,217,737
2015-10-21,TRANSACTION 833,245,754
2015-10-21,TRANSACTION 834,498,558
2015-10-20,TRANSACTION 835,120,836
2015-10-20,TRANSACTION 836,747,476
2015-10-19,TRANSACTION 837,380,500
2015-10-19,TRANSACTION 838,890,516
2015-10-19,TRANSACTION 839,946,892
2015-10-19,TRANSACTION 840,30,703
2015-10-19,TRANSACTION 841,485,586
2015-10-19,TRANSACTION 842,468,664
2015-10-16,TRANSACTION 843,345,671
2015-10-16,TRANSACTION 844,736,691
2015-10-16,TRANSACTION 845,234,803
2015-10-13,TRANSACTION 846,140,816
2015-10-13,TRANSACTION 847,383,733
2015-10-13,TRANSACTION 848,242,556
2015-10-13,TRANSACTION 849,45,602
2015-10-13,TRANSACTION 850,159,825
2015-10-13,TRANSACTION 851,139,767
2015-10-09,TRANSACTION 852,241,564
2015-10-08,TRANSACTION 853,302,513
2015-10-05,TRANSACTION 854,712,837
2015-10-05,TRANSACTION 855,345,958
2015-10-05,TRANSACTION 856,395,932
2015-10-02,TRANSACTION 857,781,812
2015-10-02,TRANSACTION 858,914,795
2015-10-02,TRANSACTION 859,414,527
2015-10-02,TRANSACTION 860,987,851
2015-09-30,TRANSACTION 861,356,746
2015-09-30,TRANSACTION 862,543,484
2015-09-28,TRANSACTION 863,878,884
2015-09-28,TRANSACTION 864,32,551
2015-09-28,TRANSACTION 865,386,484
2015-09-28,TRANSACTION 866,348,705
2015-09-28,TRANSACTION 867,770,864
2015-09-28,TRANSACTION 868,539,626
2015-09-28,TRANSACTION 869,92,434
2015-09-28,TRANSACTION 870,722,485
2015-09-23,TRANSACTION 871,164,910
2015-09-22,TRANSACTION 872,99,700
2015-09-21,TRANSACTION 873,603,864
2015-09-21,TRANSACTION 874,608,684
2015-09-21,TRANSACTION 875,869,594
2015-09-21,TRANSACTION 876,406,920
2015-09-21,TRANSACTION 877,776,445
2015-09-21,TRANSACTION 878,464,424
2015-09-21,TRANSACTION 879,642,879
2015-09-18,TRANSACTION 880,197,963
2015-09-18,TRANSACTION 881,89,650
2015-09-18,TRANSACTION 882,516,544
2015-09-18,TRANSACTION 883,982,779
2015-09-18,TRANSACTION 884,604,632
2015-09-17,TRANSACTION 885,653,960
2015-09-16,TRANSACTION 886,410,402
2015-09-14,TRANSACTION 887,146,437
2015-09-11,TRANSACTION 888,426,665
2015-09-11,TRANSACTION 889,540,988
2015-09-10,TRANSACTION 890,506,563
2015-09-10,TRANSACTION 891,869,542
2015-09-09,TRANSACTION 892,168,438
2015-09-08,TRANSACTION 893,508,826
2015-09-08,TRANSACTION 894,900,905
2015-09-04,TRANSACTION 895,897,748
2015-09-04,TRANSACTION 896,435,452
2015-09-04,TRANSACTION 897,466,769
2015-09-04,TRANSACTION 898,640,898
2015-09-04,TRANSACTION 899,411,849
2015-09-04,TRANSACTION 900,337,969
2015-09-03,TRANSACTION 901,460,918
2015-09-03,TRANSACTION 902,532,602
2015-09-03,TRANSACTION 903,721,988
2015-09-02,TRANSACTION 904,357,726
2015-09-01,TRANSACTION 905,965,601
2015-09-01,TRANSACTION 906,938,412
2015-08-31,TRANSACTION 907,413,435
2015-08-31,TRANSACTION 908,123,422
2015-08-31,TRANSACTION 909,442,495
2015-08-31,TRANSACTION 910,440,494
2015-08-31,TRANSACTION 911,876,871
2015-08-31,TRANSACTION 912,802,738
2015-08-31,TRANSACTION 913,231,500
2015-08-28,TRANSACTION 914,412,415
2015-08-26,TRANSACTION 915,81,975
2015-08-26,TRANSACTION 916,517,545
2015-08-26,TRANSACTION 917,692,999
2015-08-26,TRANSACTION 918,532,875
2015-08-25,TRANSACTION 919,975,762
2015-08-24,TRANSACTION 920,461,850
2015-08-24,TRANSACTION 921,259,443
2015-08-24,TRANSACTION 922,63,887
2015-08-21,TRANSACTION 923,320,510
2015-08-21,TRANSACTION 924,674,770
2015-08-21,TRANSACTION 925,906,876
2015-08-18,TRANSACTION 926,357,413
2015-08-17,TRANSACTION 927,375,964
2015-08-17,TRANSACTION 928,107,791
2015-08-14,TRANSACTION 929,463,917
2015-08-10,TRANSACTION 930,442,705
2015-08-10,TRANSACTION 931,512,701
2015-08-10,TRANSACTION 932,529,468
2015-08-10,TRANSACTION 933,870,920
2015-08-10,TRANSACTION 934,66,618
2015-08-07,TRANSACTION 935,67,648
2015-08-07,TRANSACTION 936,167,995
2015-08-07,TRANSACTION 937,630,977
2015-08-06,TRANSACTION 938,353,464
2015-08-06,TRANSACTION 939,904,515
2015-08-06,TRANSACTION 940,577,757
2015-08-05,TRANSACTION 941,427,830
2015-08-04,TRANSACTION 942,143,595
2015-08-04,TRANSACTION 943,161,803
2015-08-04,TRANSACTION 944,761,985
2015-07-31,TRANSACTION 945,269,467
2015-07-31,TRANSACTION 946,758,477
2015-07-31,TRANSACTION 947,282,539
2015-07-30,TRANSACTION 948,440,597
2015-07-30,TRANSACTION 949,597,491
2015-07-30,TRANSACTION 950,809,661
2015-07-30,TRANSACTION 951,774,621
2015-07-29,TRANSACTION 952,976,994
2015-07-27,TRANSACTION 953,899,426
2015-07-27,TRANSACTION 954,802,719
2015-07-24,TRANSACTION 955,504,989
2015-07-24,TRANSACTION 956,732,520
2015-07-24,TRANSACTION 957,970,440
2015-07-22,TRANSACTION 958,728,657
2015-07-20,TRANSACTION 959,310,987
2015-07-20,TRANSACTION 960,827,766
2015-07-20,TRANSACTION 961,175,990
2015-07-20,TRANSACTION 962,779,991
2015-07-20,TRANSACTION 963,978,889
2015-07-20,TRANSACTION 964,362,820
2015-07-20,TRANSACTION 965,832,617
2015-07-20,TRANSACTION 966,556,516
2015-07-20,TRANSACTION 967,441,689
2015-07-17,TRANSACTION 968,262,520
2015-07-16,TRANSACTION 969,630,748
2015-07-16,TRANSACTION 970,321,525
2015-07-15,TRANSACTION 971,739,949
2015-07-15,TRANSACTION 972,984,833
2015-07-14,TRANSACTION 973,267,454
2015-07-13,TRANSACTION 974,507,564
2015-07-13,TRANSACTION 975,355,510
2015-07-13,TRANSACTION 976,416,539
2015-07-13,TRANSACTION 977,753,818
2015-07-13,TRANSACTION 978,71,606
2015-07-13,TRANSACTION 979,921,835
2015-07-13,TRANSACTION 980,286,486
2015-07-13,TRANSACTION 981,820,883
2015-07-10,TRANSACTION 982,726,906
2015-07-10,TRANSACTION 983,554,990
2015-07-10,TRANSACTION 984,243,688
2015-07-10,TRANSACTION 985,673,957
2015-07-09,TRANSACTION 986,871,463
2015-07-09,TRANSACTION 987,819,569
2015-07-09,TRANSACTION 988,624,922
2015-07-08,TRANSACTION 989,233,990
2015-07-07,TRANSACTION 990,377,867
2015-07-07,TRANSACTION 991,120,606
2015-07-06,TRANSACTION 992,914,613
2015-07-06,TRANSACTION 993,913,437
2015-07-06,TRANSACTION 994,709,619
2015-07-06,TRANSACTION 995,662,656
2015-07-03,TRANSACTION 996,517,664
2015-07-03,TRANSACTION 997,413,503
2015-07-02,TRANSACTION 998,540,536
2015-07-02,TRANSACTION 999,193,862
2015-07-02,TRANSACTION 1000,229,490
2015-06-30,TRANSACTION 1001,794,625
2015-06-30,TRANSACTION 1002,804,460
2015-06-29,TRANSACTION 1003,33,737
2015-06-29,TRANSACTION 1004,18,852
2015-06-29,TRANSACTION 1005,53,437
2015-06-29,TRANSACTION 1006,123,812
2015-06-29,TRANSACTION 1007,662,489
2015-06-26,TRANSACTION 1008,349,641
2015-06-26,TRANSACTION 1009,650,842
2015-06-26,TRANSACTION 1010,334,711
2015-06-26,TRANSACTION 1011,630,871
2015-06-26,TRANSACTION 1012,352,610
2015-06-25,TRANSACTION 1013,274,780
2015-06-25,TRANSACTION 1014,336,621
2015-06-24,TRANSACTION 1015,703,602
2015-06-22,TRANSACTION 1016,923,902
2015-06-22,TRANSACTION 1017,908,692
2015-06-22,TRANSACTION 1018,24,987
2015-06-22,TRANSACTION 1019,813,672
2015-06-19,TRANSACTION 1020,168,512
2015-06-19,TRANSACTION 1021,28,993
2015-06-17,TRANSACTION 1022,400,554
2015-06-16,TRANSACTION 1023,191,873
2015-06-15,TRANSACTION 1024,262,568
2015-06-15,TRANSACTION 1025,913,517
2015-06-15,TRANSACTION 1026,913,704
2015-06-15,TRANSACTION 1027,700,545
2015-06-15,TRANSACTION 1028,516,452
2015-06-15,TRANSACTION 1029,181,587
2015-06-12,TRANSACTION 1030,301,584
2015-06-12,TRANSACTION 1031,687,585
2015-06-12,TRANSACTION 1032,900,417
2015-06-12,TRANSACTION 1033,584,986
2015-06-12,TRANSACTION 1034,90,914
2015-06-09,TRANSACTION 1035,747,873
2015-06-08,TRANSACTION 1036,698,480
2015-06-08,TRANSACTION 1037,250,509
2015-06-08,TRANSACTION 1038,683,596
2015-06-08,TRANSACTION 1039,537,687
2015-06-05,TRANSACTION 1040,765,942
2015-06-04,TRANSACTION 1041,382,720
2015-06-03,TRANSACTION 1042,900,725
2015-06-03,TRANSACTION 1043,870,879
2015-06-02,TRANSACTION 1044,864,608
2015-06-02,TRANSACTION 1045,693,927
2015-06-01,TRANSACTION 1046,702,845
2015-06-01,TRANSACTION 1047,534,975
2015-06-01,TRANSACTION 1048,151,897
2015-06-01,TRANSACTION 1049,521,815
2015-06-01,TRANSACTION 1050,301,604
2015-06-01,TRANSACTION 1051,716,971
2015-06-01,TRANSACTION 1052,219,700
2015-06-01,TRANSACTION 1053,313,882
2015-06-01,TRANSACTION 1054,685,467
2015-05-29,TRANSACTION 1055,25,402
2015-05-29,TRANSACTION 1056,763,552
2015-05-29,TRANSACTION 1057,230,715
2015-05-29,TRANSACTION 1058,291,911
2015-05-29,TRANSACTION 1059,144,630
2015-05-28,TRANSACTION 1060,42,888
2015-05-27,TRANSACTION 1061,276,883
2015-05-27,TRANSACTION 1062,974,503
2015-05-27,TRANSACTION 1063,895,805
2015-05-26,TRANSACTION 1064,474,869
2015-05-25,TRANSACTION 1065,663,649
2015-05-25,TRANSACTION 1066,548,849
2015-05-25,TRANSACTION 1067,606,745
2015-05-21,TRANSACTION 1068,894,967
2015-05-19,TRANSACTION 1069,889,868
2015-05-19,TRANSACTION 1070,753,971
2015-05-15,TRANSACTION 1071,197,576
2015-05-15,TRANSACTION 1072,397,988
2015-05-15,TRANSACTION 1073,964,444
2015-05-14,TRANSACTION 1074,189,703
2015-05-11,TRANSACTION 1075,137,555
2015-05-11,TRANSACTION 1076,82,462
2015-05-11,TRANSACTION 1077,898,520
2015-05-11,TRANSACTION 1078,604,419
2015-05-11,TRANSACTION 1079,297,895
2015-05-07,TRANSACTION 1080,912,581
2015-05-04,TRANSACTION 1081,415,941
2015-05-04,TRANSACTION 1082,417,428
2015-05-04,TRANSACTION 1083,428,586
2015-05-04,TRANSACTION 1084,345,717
2015-05-04,TRANSACTION 1085,407,832
2015-05-04,TRANSACTION 1086,926,996
2015-05-04,TRANSACTION 1087,277,498
2015-05-01,TRANSACTION 1088,71,644
2015-05-01,TRANSACTION 1089,109,587
2015-05-01,TRANSACTION 1090,393,930
2015-05-01,TRANSACTION 1091,542,687
2015-04-30,TRANSACTION 1092,370,523
2015-04-30,TRANSACTION 1093,565,925
2015-04-30,TRANSACTION 1094,78,897
2015-04-30,TRANSACTION 1095,241,792
2015-04-20,TRANSACTION 1096,780,923
2015-04-17,TRANSACTION 1097,1000,537
2015-04-17,TRANSACTION 1098,42,502
2015-04-16,TRANSACTION 1099,998,959
2015-04-07,TRANSACTION 1100,191,638
2015-04-06,TRANSACTION 1101,117,745
2015-04-06,TRANSACTION 1102,482,898
2015-04-06,TRANSACTION 1103,219,839
2015-04-06,TRANSACTION 1104,895,559
2015-04-06,TRANSACTION 1105,225,621
2015-04-06,TRANSACTION 1106,825,864
2015-04-06,TRANSACTION 1107,860,539
2015-04-06,TRANSACTION 1108,549,441
2015-04-06,TRANSACTION 1109,16,518
2015-04-06,TRANSACTION 1110,322,813
2015-04-06,TRANSACTION 1111,461,937
2015-04-02,TRANSACTION 1112,386,690
2015-04-02,TRANSACTION 1113,120,745
2015-04-02,TRANSACTION 1114,79,738
2015-04-01,TRANSACTION 1115,869,884
2015-04-01,TRANSACTION 1116,87,806
2015-04-01,TRANSACTION 1117,67,483
2015-03-31,TRANSACTION 1118,351,574
2015-03-31,TRANSACTION 1119,913,956
2015-03-31,TRANSACTION 1120,749,590
2015-03-30,TRANSACTION 1121,354,464
2015-03-25,TRANSACTION 1122,70,857
2015-03-23,TRANSACTION 1123,176,515
2015-03-23,TRANSACTION 1124,42,930
2015-03-23,TRANSACTION 1125,84,827
2015-03-23,TRANSACTION 1126,89,909
2015-03-23,TRANSACTION 1127,386,825
2015-03-20,TRANSACTION 1128,625,808
2015-03-20,TRANSACTION 1129,101,518
2015-03-20,TRANSACTION 1130,451,585
2015-03-18,TRANSACTION 1131,116,795
2015-03-17,TRANSACTION 1132,20,475
2015-03-16,TRANSACTION 1133,100,504
2015-03-16,TRANSACTION 1134,52,554
2015-03-16,TRANSACTION 1135,218,491
2015-03-16,TRANSACTION 1136,267,867
2015-03-16,TRANSACTION 1137,563,638
2015-03-16,TRANSACTION 1138,478,839
2015-03-16,TRANSACTION 1139,552,543
2015-03-16,TRANSACTION 1140,763,642
2015-03-13,TRANSACTION 1141,669,503
2015-03-13,TRANSACTION 1142,813,743
2015-03-11,TRANSACTION 1143,547,623
2015-03-11,TRANSACTION 1144,989,837
2015-03-09,TRANSACTION 1145,428,886
2015-03-09,TRANSACTION 1146,786,909
2015-03-09,TRANSACTION 1147,393,634
2015-03-06,TRANSACTION 1148,252,1000
2015-03-06,TRANSACTION 1149,504,486
2015-03-06,TRANSACTION 1150,161,447
2015-03-05,TRANSACTION 1151,174,601
2015-03-05,TRANSACTION 1152,761,939
2015-03-05,TRANSACTION 1153,316,801
2015-03-03,TRANSACTION 1154,542,866
2015-03-03,TRANSACTION 1155,812,601
2015-03-03,TRANSACTION 1156,96,614
2015-03-02,TRANSACTION 1157,974,673
2015-03-02,TRANSACTION 1158,741,678
2015-03-02,TRANSACTION 1159,395,998
2015-02-27,TRANSACTION 1160,19,723
2015-02-27,TRANSACTION 1161,664,703
2015-02-27,TRANSACTION 1162,832,595
2015-02-26,TRANSACTION 1163,984,457
2015-02-26,TRANSACTION 1164,721,473
2015-02-26,TRANSACTION 1165,556,747
2015-02-25,TRANSACTION 1166,498,711
2015-02-23,TRANSACTION 1167,677,680
2015-02-23,TRANSACTION 1168,544,786
2015-02-23,TRANSACTION 1169,407,448
2015-02-23,TRANSACTION 1170,941,669
2015-02-23,TRANSACTION 1171,492,834
2015-02-20,TRANSACTION 1172,357,996
2015-02-20,TRANSACTION 1173,720,528
2015-02-20,TRANSACTION 1174,378,439
2015-02-19,TRANSACTION 1175,804,845
2015-02-19,TRANSACTION 1176,910,410
2015-02-19,TRANSACTION 1177,276,843
2015-02-18,TRANSACTION 1178,127,763
2015-02-17,TRANSACTION 1179,194,934
2015-02-17,TRANSACTION 1180,51,949
2015-02-17,TRANSACTION 1181,482,701
2015-02-17,TRANSACTION 1182,538,855
2015-02-13,TRANSACTION 1183,903,752
2015-02-12,TRANSACTION 1184,217,445
2015-02-12,TRANSACTION 1185,176,655
2015-02-12,TRANSACTION 1186,43,786
2015-02-12,TRANSACTION 1187,252,935
2015-02-11,TRANSACTION 1188,955,510
2015-02-11,TRANSACTION 1189,239,653
2015-02-11,TRANSACTION 1190,51,922
2015-02-10,TRANSACTION 1191,580,488
2015-02-09,TRANSACTION 1192,253,405
2015-02-09,TRANSACTION 1193,371,436
2015-02-09,TRANSACTION 1194,924,883
2015-02-09,TRANSACTION 1195,155,832
2015-02-09,TRANSACTION 1196,120,854
2015-02-06,TRANSACTION 1197,768,923
2015-02-06,TRANSACTION 1198,940,691
2015-02-06,TRANSACTION 1199,678,600
2015-02-05,TRANSACTION 1200,307,485
2015-02-05,TRANSACTION 1201,417,941
2015-02-05,TRANSACTION 1202,922,557
2015-02-05,TRANSACTION 1203,851,883
2015-02-05,TRANSACTION 1204,378,926
2015-02-05,TRANSACTION 1205,233,980
2015-02-04,TRANSACTION 1206,354,514
2015-02-03,TRANSACTION 1207,189,702
2015-02-03,TRANSACTION 1208,837,897
2015-02-03,TRANSACTION 1209,56,590
2015-02-03,TRANSACTION 1210,569,467
2015-02-02,TRANSACTION 1211,479,569
2015-02-02,TRANSACTION 1212,218,676
2015-02-02,TRANSACTION 1213,837,526
2015-02-02,TRANSACTION 1214,850,735
2015-02-02,TRANSACTION 1215,410,669
2015-02-02,TRANSACTION 1216,170,826
2015-02-02,TRANSACTION 1217,836,826
2015-02-02,TRANSACTION 1218,86,741
2015-02-02,TRANSACTION 1219,636,451
2015-02-02,TRANSACTION 1220,381,677
2015-02-02,TRANSACTION 1221,696,737
2015-01-30,TRANSACTION 1222,549,603
2015-01-30,TRANSACTION 1223,535,487
2015-01-30,TRANSACTION 1224,520,420
2015-01-30,TRANSACTION 1225,611,438
2015-01-30,TRANSACTION 1226,452,455
2015-01-29,TRANSACTION 1227,390,565
2015-01-28,TRANSACTION 1228,510,741
2015-01-28,TRANSACTION 1229,24,427
2015-01-28,TRANSACTION 1230,901,611
2015-01-28,TRANSACTION 1231,718,496
2015-01-27,TRANSACTION 1232,435,737
2015-01-26,TRANSACTION 1233,50,809
2015-01-26,TRANSACTION 1234,709,650
2015-01-26,TRANSACTION 1235,112,613
2015-01-26,TRANSACTION 1236,734,833
2015-01-26,TRANSACTION 1237,878,437
2015-01-26,TRANSACTION 1238,138,971
2015-01-26,TRANSACTION 1239,856,696
2015-01-23,TRANSACTION 1240,580,844
2015-01-23,TRANSACTION 1241,776,939
2015-01-23,TRANSACTION 1242,379,412
2015-01-23,TRANSACTION 1243,228,539
2015-01-23,TRANSACTION 1244,786,846
2015-01-23,TRANSACTION 1245,157,408
2015-01-22,TRANSACTION 1246,292,586
2015-01-21,TRANSACTION 1247,216,479
2015-01-21,TRANSACTION 1248,870,649
2015-01-20,TRANSACTION 1249,115,827
2015-01-20,TRANSACTION 1250,581,457
2015-01-19,TRANSACTION 1251,654,562
2015-01-19,TRANSACTION 1252,81,766
2015-01-19,TRANSACTION 1253,119,475
2015-01-19,TRANSACTION 1254,267,658
2015-01-19,TRANSACTION 1255,887,694
2015-01-19,TRANSACTION 1256,263,824
2015-01-19,TRANSACTION 1257,929,985
2015-01-19,TRANSACTION 1258,297,513
2015-01-19,TRANSACTION 1259,941,635
2015-01-16,TRANSACTION 1260,61,586
2015-01-16,TRANSACTION 1261,857,444
2015-01-15,TRANSACTION 1262,110,893
2015-01-15,TRANSACTION 1263,672,972
2015-01-14,TRANSACTION 1264,480,819
2015-01-14,TRANSACTION 1265,443,754
2015-01-14,TRANSACTION 1266,223,840
2015-01-14,TRANSACTION 1267,981,777
2015-01-14,TRANSACTION 1268,128,491
2015-01-13,TRANSACTION 1269,617,632
2015-01-12,TRANSACTION 1270,240,967
2015-01-12,TRANSACTION 1271,794,510
2015-01-12,TRANSACTION 1272,29,493
2015-01-12,TRANSACTION 1273,715,993
2015-01-12,TRANSACTION 1274,944,472
2015-01-12,TRANSACTION 1275,631,949
2015-01-12,TRANSACTION 1276,397,968
2015-01-09,TRANSACTION 1277,979,665
2015-01-09,TRANSACTION 1278,467,433
2015-01-09,TRANSACTION 1279,114,956
2015-01-09,TRANSACTION 1280,494,768
2015-01-08,TRANSACTION 1281,961,742
2015-01-08,TRANSACTION 1282,381,463
2015-01-07,TRANSACTION 1283,700,721
2015-01-07,TRANSACTION 1284,24,775
2015-01-07,TRANSACTION 1285,289,455
2015-01-06,TRANSACTION 1286,915,935
2015-01-05,TRANSACTION 1287,840,799
2015-01-05,TRANSACTION 1288,683,829
2015-01-05,TRANSACTION 1289,473,540
2015-01-05,TRANSACTION 1290,661,668
2015-01-05,TRANSACTION 1291,910,819
2015-01-05,TRANSACTION 1292,113,597
2015-01-05,TRANSACTION 1293,643,504
2015-01-05,TRANSACTION 1294,468,598
2015-01-05,TRANSACTION 1295,506,654
2015-01-05,TRANSACTION 1296,899,798
2015-01-02,TRANSACTION 1297,921,587
2015-01-02,TRANSACTION 1298,347,778
2015-01-02,TRANSACTION 1299,114,735
2015-01-02,TRANSACTION 1300,234,943
2015-01-02,TRANSACTION 1301,840,571
2014-12-31,TRANSACTION 1302,556,687
2014-12-31,TRANSACTION 1303,855,409
2014-12-31,TRANSACTION 1304,669,434
2014-12-31,TRANSACTION 1305,423,488
2014-12-31,TRANSACTION 1306,541,638
2014-12-31,TRANSACTION 1307,122,619
2014-12-31,TRANSACTION 1308,36,438
2014-12-30,TRANSACTION 1309,830,483
2014-12-29,TRANSACTION 1310,978,734
2014-12-29,TRANSACTION 1311,619,920
2014-12-29,TRANSACTION 1312,467,831
2014-12-29,TRANSACTION 1313,822,716
2014-12-29,TRANSACTION 1314,806,900
2014-12-29,TRANSACTION 1315,143,842
2014-12-29,TRANSACTION 1316,251,896
